"cpsigen","cpsa3","cpsg1","cpso11","cpsa2"
"female","conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","none","somewhat opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"somewhat likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","liberal","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","ndp","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","somewhat opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,"refused","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"d.k."
"male","d.k.","somewhat opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"male","liberal","somewhat opposed",NA,"very likely"
"female","liberal","verymuch favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","other","d.k.",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"female","ndp","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,"ndp","verymuch opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","ndp","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","liberal","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","ndp","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","conservative","verymuch favour",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","verymuch opposed",NA,"very likely"
NA,"d.k.","somewhat favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
"male","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very unlikely"
"male","conservative","somewhat favour",NA,"d.k."
"female","d.k.","verymuch opposed",NA,"very likely"
"female","ndp","somewhat opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","none","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"male","conservative","somewhat opposed",NA,"d.k."
"female","conservative","somewhat favour",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
NA,"ndp","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"male","conservative","somewhat favour",NA,"very likely"
"female","reform","verymuch favour",NA,"very likely"
NA,"liberal","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","conservative","verymuch favour",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch favour",NA,"very likely"
NA,"liberal","somewhat opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"male","reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"liberal","somewhat favour",NA,"very likely"
"female","conservative","verymuch favour",NA,"very likely"
"male","liberal","somewhat opposed",NA,"very likely"
"male","d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","none","verymuch opposed",NA,"very unlikely"
NA,"reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","conservative","somewhat opposed",NA,"somewhat likely"
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very unlikely"
NA,"other","verymuch opposed",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
"female","d.k.","d.k.",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
"female","d.k.","somewhat opposed",NA,"somewhat likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"male","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","somewhat opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","somewhat favour",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"very likely"
"male","reform","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch favour",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
"female","liberal","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","liberal","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","ndp","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"male","conservative","somewhat favour",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"conservative","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","refused","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","reform","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","none","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","ndp","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"very unlikely"
"female","reform","somewhat opposed",NA,"somewhat likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","ndp","somewhat opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"reform","somewhat opposed",NA,"very likely"
NA,"conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"male","ndp","verymuch opposed",NA,"very likely"
"male","reform","somewhat favour",NA,"very likely"
NA,"ndp","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
NA,"liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
"female","liberal","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","reform","verymuch opposed",NA,"very likely"
"male","conservative","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","somewhat favour",NA,"very likely"
"male","liberal","somewhat favour",NA,"very likely"
"male","d.k.","somewhat favour",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"very likely"
"male","conservative","somewhat favour",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
"male","other","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","ndp","somewhat favour",NA,"very likely"
"female","other","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"somewhat likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","none","verymuch opposed",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","reform","verymuch opposed",NA,"very likely"
"male","liberal","somewhat favour",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","other","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,"reform","verymuch opposed",NA,"very likely"
"female","conservative","verymuch opposed",NA,"d.k."
"female","reform","somewhat favour",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very unlikely"
"female","conservative","somewhat opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
"female","reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","liberal","somewhat opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
"male","other","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","other","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","reform","somewhat opposed",NA,"very likely"
NA,"liberal","refused",NA,"very likely"
NA,NA,NA,NA,NA
NA,"reform","verymuch opposed",NA,"very likely"
"female","reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"somewhat likely"
"female","none","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"very likely"
"female","other","verymuch opposed",NA,"very likely"
"male","reform","verymuch opposed",NA,"very unlikely"
"female","reform","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","somewhat opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"male","d.k.","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","ndp","verymuch opposed",NA,"very likely"
"male","d.k.","somewhat opposed",NA,"very likely"
"female","will not vote","somewhat opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"female","reform","somewhat opposed",NA,"very likely"
"female","reform","verymuch favour",NA,"very likely"
"female","reform","somewhat favour",NA,"somewhat likely"
"female","reform","verymuch opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","ndp","somewhat opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"male","reform","verymuch opposed",NA,"very likely"
"male","liberal","somewhat favour",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
NA,"conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"liberal","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"somewhatunlikely"
"male","reform","verymuch opposed",NA,"very likely"
"female","other","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","somewhat opposed",NA,"very unlikely"
"female","reform","somewhat opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","verymuch opposed",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
"male","conservative","somewhat opposed",NA,"very likely"
"female","other","verymuch favour",NA,"very likely"
"female","conservative","somewhat favour",NA,"very unlikely"
"female","conservative","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"somewhat likely"
"female","ndp","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","ndp","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"reform","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"somewhat likely"
"female","ndp","somewhat favour",NA,"very likely"
"male","liberal","somewhat opposed",NA,"very likely"
